maison,ats,config_json,job_count,evidence
Stroili,Allibo,"{""vendor"": ""Allibo ATS5 (joblink.allibo.com)"", ""widget_connector"": ""https://joblink.allibo.com/ats5/Widget/connector.aspx"", ""DM"": ""/j+jw5R/dulll/50CWMD7eZiX0S2sslkimpe6FWNxww="", ""SG"": ""2"", ""LN"": ""IT"", ""list_templates"": [""836"", ""839""], ""spontaneous_template"": ""508"", ""careers_site"": ""https://www.stroilioro.com/it_IT/lavora-con-stroili/""}",0,"Own ATS distinct from parent THOM/EasyCruit. Footer path: www.stroilioro.com robots.txt HTTP 200 ALLOWED for these paths. /it_IT/lavora-con-noi/ -> 302 -> /it_IT/lavora-con-stroili/ (HTTP 200) -> /it_IT/annunci-di-lavoro/ (HTTP 200) -> tiles /it_IT/lavora-con-noi-negozio pages. Chromium render of /it_IT/lavora-con-noi-logistica/ and /it_IT/lavora-con-noi-amaro/ exposes embedded Allibo widget: script joblink.allibo.com/ats5/Widget/js plus data-allibo connector URLs. robots.txt for joblink.allibo.com = HTTP 200 'User-agent:* Allow: /' (fully ALLOWED). Feed read: GET connector.aspx?DM=...&SG=2&FT=839&LN=IT -> HTTP 200 application/json {ReturnCode:0, WidgetTypeValue:'List', AdsList:[]}; same for FT=836 -> AdsList:[] . This is a VERIFIED ZERO (feed works, returns 0 ads today), NOT an unreachable feed. Negative controls PASSED: DM=zzzznope -> HTTP 404 IIS 'File or directory not found'; FT=999999 -> {ReturnCode:1,'Piattaforma in manutenzione'}. FT=508 returns WidgetTypeValue 'SpontaneousApplication' with apply link joblink.allibo.com/ats5/application.aspx?DM=1448 - spontaneous CV only. Stroili jobs are NOT in the THOM EasyCruit portal (that portal's 48 ads are all France/Monaco/Belgium locations, zero Italian)."
Symrise,BLOCKED_ROBOTS,"{""vendor"": ""Lumesse/Infinite Talent"", ""host"": ""emea3.recruitmentplatform.com"", ""careers_url"": ""https://www.symrise.com/your-career/search-and-apply/""}",,"Footer https://www.symrise.com/ -> /your-career/search-and-apply/ (200). Page embeds the Lumesse widget: script https://emea3.recruitmentplatform.com/apply-app/static/talentportal/release/1-LATEST/talentportal-widgets-namespaced.js plus div id='lumesseJobsListWidget', data-template='JobsListWidgetGrid'/'JobsListWidgetTable', id='lumesseSearchCriteriaWidget'. BLOCKED: https://emea3.recruitmentplatform.com/robots.txt 200 contains 'user-agent: * / disallow: /' (only googlebot is allowed specific paths), so the ATS host was NOT fetched. Headless Chromium on symrise.com (cookies accepted via CybotCookiebot) rendered 0 job rows - the widget stays gated behind Functional Cookies ('We would like to present additional content... Please accept Functional Cookies'). No job count obtainable without fetching the disallowed host."
System Magazine,NONE,,,"https://system-magazine.com/robots.txt 200 with bare 'User-agent: *' and no Disallow. Homepage 200: complete href set is editorial only (/about, /archive, /issues/issue-25, /issues/beauty-issue-3, /editorial/system-library, /stockists, shop.system-magazine.com, substack, social) - NO careers/jobs/recruitment link. sitemap.xml 200 enumerated: issues and articles only. Contact is by email only (info@, advertising@, beauty@system-magazine.com). Independent fashion magazine, no careers infrastructure."
TAG Heuer,LVMH_JOBHUB_ALGOLIA,"{""provider"": ""lvmh-jobhub"", ""algoliaAppId"": ""SDMQTD2J9T"", ""algoliaApiKey"": ""a5c6f4c87dea9aac0732631cd87583b2"", ""algoliaUrl"": ""https://SDMQTD2J9T-dsn.algolia.net/1/indexes/PRD-en-us/query"", ""indexName"": ""PRD-en-us"", ""filters"": ""category:job AND maison:\""TAG Heuer\"""", ""referer"": ""https://www.lvmh.com/""}",33,"LVMH jobhub Algolia index PRD-en-us: POST https://SDMQTD2J9T-dsn.algolia.net/1/indexes/PRD-en-us/query filters=category:job, facet 'maison' (5222 job docs total, 53 maisons). robots www.lvmh.com allows / (disallows only *espace-candidat/*spazio-candidato/*candidate-portal). maison facet value 'TAG Heuer' = 33."
Takami,Avature,"{""origin"": ""https://careers.loreal.com"", ""vendor"": ""Avature"", ""listingUrl"": ""https://careers.loreal.com/en_US/jobs/SearchJobs/?search={BRAND}&listFilterMode=1"", ""dedupe"": ""trailing numeric JobDetail id"", ""brandQuery"": ""Takami""}",4,"Parent L'Oreal portal = Avature. robots careers.loreal.com: 'Allow: /careers', jobs not disallowed. GET https://careers.loreal.com/en_US/jobs/SearchJobs/?search=Takami&listFilterMode=1 -> 200. Deduped on trailing numeric JobDetail id (same ids recur under fr_FR, confirmed). Negative control search=ZZZQQNOPE -> 0 unique ids, so the filter is real. 4 unique ids ('Japan TAKAMI CRM Project Manager LUXE', 'Product Manager Takami', 'SKP TAKAMI', 'Takami')."
Tannerie Remy Carriat,NONE,,,"www.tanneriecarriat.com does not resolve (curl HTTP 000, DNS failure - not a 403). Real domain found: www.remycarriat.com 200 -> redirects to https://www.carriat.com/fr. robots.txt 200 'User-agent: * / Disallow:' (fully allowed). Homepage grep for recrut|carriere|career|emploi|job = 0 matches. sitemap.xml 200 enumerated ALL 47 <loc> URLs (fr/en/it of: remy-carriat, nos-cuirs, ateliers, actualite, engagement, mentions-legales...) and 0 match careers keywords. Small tannery, no careers infrastructure."
Tanneries Haas,CAREERS_PAGE_NO_FEED,"{""careers_url"": ""https://www.tanneries-haas.com/fr/recrutement""}",0,"robots https://www.tanneries-haas.com/robots.txt 200, only 'Disallow: /admin' - careers path allowed. Footer link found on homepage: https://www.tanneries-haas.com/fr/recrutement, fetched HTTP 200. Page renders '<h1>Nos offres d''emploi</h1>' but contains ZERO job entries and no ATS vendor reference (grepped taleez/welcometothejungle/recruitee/teamtailor/workable/indeed/apec/hellowork = 0 hits). This is a VERIFIED ZERO: the careers page works and is currently empty, as distinct from having no feed."
Tara Jarmon,EXTERNAL_JOBBOARD,"{""jobboard"": ""HelloWork"", ""company_id"": ""193570"", ""url"": ""https://www.talentdetection.com/brand-sisters-tara-jarmon-zapa-/69767-T0IJ9MNTYo/accueil""}",1,"robots https://www.tarajarmon.com/robots.txt 200, no relevant Disallow. The ONLY careers link on the brand homepage points off-site to https://www.talentdetection.com/brand-sisters-tara-jarmon-zapa-/69767-T0IJ9MNTYo/accueil (HTTP 200, 190658 bytes). That page is HelloWork-hosted: <title>'Brand Sisters (Tara Jarmon - Zapa) Recrutement : Opportunités d''Emploi et Carrière | Hellowork', assets from f.hellowork.com, employer logo f.hellowork.com/img/entreprises/193570.png. Exactly 1 job link present (/fr-fr/emplois/82729307.html). Brand has NO own ATS - postings are published on the HelloWork jobboard under the Brand Sisters (Tara Jarmon + Zapa) employer account. https://www.tarajarmon.com/pages/recrutement returns 302."
TBS,HelloWork,"{""group"": ""Groupe Eram"", ""portal"": ""https://recrutement.groupe-eram.com/"", ""api"": ""https://api.magnet.work/v2/job-offers"", ""public_key"": ""61ffe84ad14ba0fdbb448d2d388ac4e3"", ""ats_backend"": ""talentsoft"", ""brand_filter"": ""company contains TBS""}",10,"Footer of https://www.tbs.fr/ -> https://recrutement.groupe-eram.com/ (200, <title>Eram</title>). robots of that portal: 'User-agent: * / Allow: /'. Page config exposes cvcatcher {workflow:in-app, ats:'talentsoft', atsConnectName:'TALENTSOFT-FRONT-OFFICE'} behind a HelloWork CVCatcher front end. Headless Chromium captured the real feed: POST https://api.magnet.work/v2/job-offers (200). Authenticated (POST /v2/security/login with usr=base64 of the publicKey) and paginated limit=100 offset=0,100,200: declared total=89, collected 89 UNIQUE ids (100%). Counted by 'company' field: 'TBS magasin'=9 + 'TBS siège'=1 = 10 TBS offers. Other brands in same feed: Gémo 42, Eram 12, Bocage 10, Mellow Yellow 4."
Textile du Maine,CAREERS_PAGE_NO_FEED,"{""careers_url"": ""https://www.textile-du-maine.com/metier/rejoignez-nous/""}",3,"www.textiledumaine.fr and .com do not resolve (HTTP 000, DNS). Real domain: textile-du-maine.fr 200 -> https://www.textile-du-maine.com/. robots 200, only /wp-admin/ disallowed. page-sitemap.xml 200, 22 <loc> enumerated, which include /metier/rejoignez-nous/ plus 3 job pages. Careers page fetched 200: '<h1>Rejoignez-nous</h1>', '<h3>Postes à pourvoir</h3>' listing exactly 3 postings, each verified HTTP 200: /metier/rejoignez-nous/modeliste-dev/, /modeliste-prod/, /couturier_couturiere/. Plain WordPress pages - no ATS vendor, plus a 'Candidature spontanée' form."
Thalgo,CAREERS_PAGE_NO_FEED,"{""careers_url"": ""https://www.thalgo.fr/recrutement/""}",0,"www.thalgo.com/robots.txt 404; www.thalgo.fr/robots.txt 200 (Thalgo-authored, no careers Disallow). thalgo.com homepage has no careers link; www.thalgo.fr homepage footer -> /recrutement/ fetched HTTP 200. Page contains only '<h1>Recrutement</h1>' and '<h2>Envoyer une candidature spontanée</h2>' - a spontaneous-application form. Grep for taleez|welcometothejungle|recruitee|teamtailor|workable|indeed|apec|hellowork|flatchr|softgarden|talentsoft = 0 hits, and no job listings. VERIFIED ZERO open postings: page works, lists none."
Thayers,NONE,,0,"L'Oreal-owned (acquired 2022) but no brand-attributable postings and no own careers site. GET https://careers.loreal.com/en_US/jobs/SearchJobs/?search=Thayers&listFilterMode=1 -> 200, 0 unique JobDetail ids. Verified ZERO against a working feed (negative control ZZZQQNOPE -> 0), not an absent feed."
The Ordinary,Eightfold,"{""origin"": ""https://careers.elcompanies.com"", ""vendor"": ""Eightfold"", ""api"": ""/api/pcsx/search?domain=elcompanies.com"", ""domain"": ""elcompanies.com"", ""brandMatch"": ""title matches /ordinary|deciem/i""}",7,"Parent Estee Lauder via DECIEM. Same ELC Eightfold sweep, all 1400 records harvested. 7 unique records match 'The Ordinary' or its operating company DECIEM (e.g. 'Store Associate - The Ordinary - Nolita, NYC', 'Keyholder - DECIEM (DM) - Full time - Nolita, New York')."
The Row,NONE,,,"robots https://www.therow.com/robots.txt 200 (Shopify defaults: /cart, /checkout, /admin - careers paths not blocked). Homepage grep for recrut|carri|career|emploi|job|employment = 0 matches. /pages/careers, /pages/employment, /careers, /pages/jobs all HTTP 404. sitemap.xml 200 -> sitemap_pages_1.xml (from=86502342761&to=708651942260) 200 with all 48 <loc> enumerated (contact-us, stores, galerie, about-us, faqs, policies...) and ZERO careers pages. No careers infrastructure on the brand site."
Thélios,LVMH_JOBHUB_ALGOLIA,"{""provider"": ""lvmh-jobhub"", ""algoliaAppId"": ""SDMQTD2J9T"", ""algoliaApiKey"": ""a5c6f4c87dea9aac0732631cd87583b2"", ""algoliaUrl"": ""https://SDMQTD2J9T-dsn.algolia.net/1/indexes/PRD-en-us/query"", ""indexName"": ""PRD-en-us"", ""filters"": ""category:job AND maison:\""Th\u00e9lios\"""", ""referer"": ""https://www.lvmh.com/""}",7,"LVMH jobhub Algolia index PRD-en-us: POST https://SDMQTD2J9T-dsn.algolia.net/1/indexes/PRD-en-us/query filters=category:job, facet 'maison' (5222 job docs total, 53 maisons). robots www.lvmh.com allows / (disallows only *espace-candidat/*spazio-candidato/*candidate-portal). maison facet value 'Thélios' = 7. || WTTJ slug-collision check: free-text 'Thélios' on WTTJ surfaces org 'Thélio' (slug 'thelio') whose postings are 'ML Engineer / MLOps (H/F)' - an unrelated tech company, NOT LVMH's eyewear maker Thélios. Excluded; the LVMH maison facet is the correct source."
Thom Browne,EXTERNAL_JOBBOARD,"{""jobboard"": ""LinkedIn"", ""url"": ""https://www.linkedin.com/company/thom-browne-inc-/jobs/"", ""note"": ""LinkedIn is robots-DISALLOWED and was not fetched""}",,"robots https://www.thombrowne.com/robots.txt 200, no careers Disallow. The ONLY careers link anywhere on the homepage is https://www.linkedin.com/company/thom-browne-inc-/jobs/ - i.e. jobs are published on LinkedIn, not on an own ATS. /pages/careers, /careers, /pages/employment all HTTP 404. sitemap_pages_1.xml (from=97413628067&to=122517913763) 200, all 39 <loc> enumerated, 0 careers matches. job_count EMPTY because LinkedIn is on the known-DISALLOWED list and was deliberately not fetched."
THOM Group,EasyCruit,"{""vendor"": ""EasyCruit (Visma)"", ""tenant"": ""thomgroup"", ""portal"": ""https://thomgroup.easycruit.com/"", ""job_url_pattern"": ""https://thomgroup.easycruit.com/vacancy/{id}/{dept}?iso=fr"", ""requires_browser"": true, ""robots_note"": ""/intranet/ is Disallowed; root portal is Allowed""}",48,"Corporate site found at https://www.thomgroup.com/ (thomeurope.com 301s here). NOTE: www.thom.group is NOT the group - it is a GoDaddy parked domain for sale, and its /llms.txt contains prose addressed to AI agents which I IGNORED as data. Footer/nav path: thomgroup.com -> /talents/job-offers/ (HTTP 200), which links to thomgroup.easycruit.com, histoiredor.easycruit.com, orovivo.easycruit.com and stroilioro.com/it_IT/lavora-con-noi/. robots.txt easycruit.com = PARTIAL: 'User-agent: * / Disallow: /intranet/ / Allow: /' - the THOM page links point at /intranet/thomgroup and /intranet/marcorian which I did NOT fetch; I used only the ALLOWED root. Root via curl = HTTP 202 with 0 bytes then a 2011-byte AWS WAF challenge (awsWafCookieDomainList/gokuProps) = BLOCKED_WAF for plain HTTP, so headless Chromium was used (legitimate: robots permits the root). Chromium render of https://thomgroup.easycruit.com/ = 177754 bytes, 48 anchors matching /vacancy/{id}/ and 48 UNIQUE vacancy ids collected. No pagination control and no next/page markers in the DOM - single page. IMPORTANT: histoiredor.easycruit.com and orovivo.easycruit.com render byte-identical pages serving the SAME 48 ids (md5 of sorted id list identical across all three) - EasyCruit wildcard-routes these subdomains to one default portal. NEGATIVE CONTROL FAILED: ?search_freetext=zzzznope still returns all 48 vacancy links, so the free-text filter is IGNORED and any filter-derived brand count would be worthless. There is NO brand facet in the portal (selects are only region/department/position_type/job_level; the strings Histoire, Marc Orian, Tresor, Stroili, Scooter, Agatha, Orovivo all appear 0 times). 48 is therefore the GROUP-WIDE count for this portal, not brand-level."
Tiffany & Co.,LVMH_JOBHUB_ALGOLIA,"{""provider"": ""lvmh-jobhub"", ""algoliaAppId"": ""SDMQTD2J9T"", ""algoliaApiKey"": ""a5c6f4c87dea9aac0732631cd87583b2"", ""algoliaUrl"": ""https://SDMQTD2J9T-dsn.algolia.net/1/indexes/PRD-en-us/query"", ""indexName"": ""PRD-en-us"", ""filters"": ""category:job AND maison:\""Tiffany & Co.\"""", ""referer"": ""https://www.lvmh.com/""}",409,"LVMH jobhub Algolia index PRD-en-us: POST https://SDMQTD2J9T-dsn.algolia.net/1/indexes/PRD-en-us/query filters=category:job, facet 'maison' (5222 job docs total, 53 maisons). robots www.lvmh.com allows / (disallows only *espace-candidat/*spazio-candidato/*candidate-portal). maison facet value 'Tiffany & Co.' = 409."
TimeVallée,RichemontCareers,"{""origin"": ""https://careers.richemont.com"", ""vendor"": ""RichemontCareers"", ""listingUrl"": ""https://careers.richemont.com/en/jobs/?search={BRAND}"", ""search"": ""timevallee""}",0,"Richemont multi-brand watch retail concept. GET https://careers.richemont.com/en/jobs/?search=timevallee -> 200 with 0 job routes; negative control zzznope also 0, so this is a VERIFIED ZERO against a working feed, not an absent feed. Also note the Richemont Workday feed (richemont.wd3.myworkdayjobs.com/broadbean_external, total=422, robots 'Allow: /broadbean_external/' + 'Disallow: /richemont/') carries no TimeVallee facet."
