maison	kind	score	verdict	signals	board_name	jobs	sample_url	reason
London Jewelers	greenhouse	0	HUMAIN	site-injoignable(0)	Aimé Leon Dore EU	3	https://job-boards.greenhouse.io/london/jobs/5019478004	board name "Aimé Leon Dore EU" ≠ maison
Loop Swim	personio	0	AUTO-REJETE			6	https://loop.jobs.personio.de/job/2764714	no board name to compare
LOOP WHEELER	personio	0	AUTO-REJETE			6	https://loop.jobs.personio.de/job/2764714	no board name to compare
Loop.a life	personio	0	HUMAIN	site-injoignable(0)		6	https://loop.jobs.personio.de/job/2764714	no board name to compare
Loqi	personio	0	AUTO-REJETE			3	https://loqi.jobs.personio.de/job/358627	no board name to compare
Lore & Heart	wttj	0	HUMAIN	site-injoignable(0)	LORÉ	1	https://www.welcometothejungle.com/fr/companies/lore/jobs/engineering-manager	board name "LORÉ" ≠ maison
Luciano Gelisio	personio	0	AUTO-REJETE			3	https://luciano.jobs.personio.de/job/1558412	no board name to compare
Luminous Being	personio	0	AUTO-REJETE		Luminous Cards GmbH	9	https://luminous.jobs.personio.de/job/2766325	board name "Luminous Cards GmbH" ≠ maison
Lush	greenhouse	0	HUMAIN	site-injoignable(0)	Lush Handmade Cosmetics	147	https://job-boards.greenhouse.io/lush/jobs/8148669	board name "Lush Handmade Cosmetics" ≠ maison
Lush Lapel	greenhouse	0	AUTO-REJETE		Lush Handmade Cosmetics	147	https://job-boards.greenhouse.io/lush/jobs/8148669	board name "Lush Handmade Cosmetics" ≠ maison
mad penguin skin care	wttj	0	AUTO-REJETE		MADNETWORK	2	https://www.welcometothejungle.com/fr/companies/mad/jobs/learning-project-manager-assistant-mad-academy-internship-a-partir-de-janvier-2027_paris	board name "MADNETWORK" ≠ maison
MADE BY SOCIETY	teamtailor	0	AUTO-REJETE		MADE	170	https://made.teamtailor.com/jobs/8313031-commerciale-attivo-a-sul-campo	board name "MADE" ≠ maison
Made in Sens	teamtailor	0	AUTO-REJETE		MADE	170	https://made.teamtailor.com/jobs/8313031-commerciale-attivo-a-sul-campo	board name "MADE" ≠ maison
Made Simple Skin Care	teamtailor	0	AUTO-REJETE		MADE	170	https://made.teamtailor.com/jobs/8313031-commerciale-attivo-a-sul-campo	board name "MADE" ≠ maison
Magnolia Park	greenhouse	0	AUTO-REJETE		Magnolia	16	https://job-boards.greenhouse.io/magnolia/jobs/5408891008	board name "Magnolia" ≠ maison
Make & Mary®	greenhouse	0	AUTO-REJETE		Make	16	https://www.make.com/en/careers-detail?gh_jid=7778598003	board name "Make" ≠ maison
Make An Impact	greenhouse	0	HUMAIN	site-injoignable(0)	Make	16	https://www.make.com/en/careers-detail?gh_jid=7778598003	board name "Make" ≠ maison
Make My Lemonade	greenhouse	0	AUTO-REJETE		Make	16	https://www.make.com/en/careers-detail?gh_jid=7778598003	board name "Make" ≠ maison
Make the Dot	greenhouse	0	AUTO-REJETE		Make	16	https://www.make.com/en/careers-detail?gh_jid=7778598003	board name "Make" ≠ maison
Make Up For Ever	greenhouse	0	HUMAIN	site-injoignable(0)	Make	16	https://www.make.com/en/careers-detail?gh_jid=7778598003	board name "Make" ≠ maison
Make-up Art Cosmetics	greenhouse	0	AUTO-REJETE		Make	16	https://www.make.com/en/careers-detail?gh_jid=7778598003	board name "Make" ≠ maison
Maki Sandals	wttj	0	AUTO-REJETE		MakiPeople	7	https://www.welcometothejungle.com/fr/companies/maki/jobs/customer-care-operations-intern-en-fr-speaker_paris_MAKIP_j7aN4g6	board name "MakiPeople" ≠ maison
manière de voir	smartrecruiters-whitelabel	0	AUTO-REJETE		Maniere	1	https://jobs.smartrecruiters.com/maniere/743999699826559	board name "Maniere" ≠ maison
Mantis World	greenhouse	0	AUTO-REJETE		Mantis	6	https://job-boards.greenhouse.io/mantis/jobs/4670399007	board name "Mantis" ≠ maison
Marmot	personio	0	HUMAIN	site-injoignable(0)		3	https://marmot.jobs.personio.de/job/1702085	no board name to compare
Märta Larsson	personio	0	AUTO-REJETE		marta ambulante Pflegedienste GmbH	25	https://marta.jobs.personio.de/job/2773328	board name "marta ambulante Pflegedienste GmbH" ≠ maison
EMIN + PAUL	personio	0	AUTO-REJETE			3	https://emin.jobs.personio.de/job/2023814	no board name to compare
MAS Holdings	greenhouse	0	AUTO-REJETE		Midwest Applied Solutions	6	https://job-boards.greenhouse.io/mas/jobs/5139946008	board name "Midwest Applied Solutions" ≠ maison
Massimo Dutti	recruitee	0	AUTO-REJETE		homepage	2	https://massimodutti.recruitee.com/o/senior-uxui-lead	board name "homepage" ≠ maison
mat star	teamtailor	0	AUTO-REJETE		MAT Group	6	https://mat.teamtailor.com/jobs/5416037-warehouse-supervisor	board name "MAT Group" ≠ maison
Match point linen	teamtailor	0	HUMAIN	site-injoignable(0)	MATCH	21	https://match.teamtailor.com/jobs/8278702-10-butikkselger-match-manglerud	board name "MATCH" ≠ maison
Matt & Nat	recruitee	0	AUTO-REJETE		homepage	8	https://matt.recruitee.com/o/senior-customer-support-agent	board name "homepage" ≠ maison
MATT Optik	recruitee	0	AUTO-REJETE		homepage	8	https://matt.recruitee.com/o/senior-customer-support-agent	board name "homepage" ≠ maison
Max	recruitee	0	AUTO-REJETE		Customizable ATS & hiring software Tellent Recruitee	2	https://max.recruitee.com/o/marketer-muster	board name "Customizable ATS & hiring software Tellent Recruitee" ≠ maison
Max Fashion	recruitee	0	HUMAIN	site-injoignable(0)	Customizable ATS & hiring software Tellent Recruitee	2	https://max.recruitee.com/o/marketer-muster	board name "Customizable ATS & hiring software Tellent Recruitee" ≠ maison
Max et Moi	recruitee	0	AUTO-REJETE		Customizable ATS & hiring software Tellent Recruitee	2	https://max.recruitee.com/o/marketer-muster	board name "Customizable ATS & hiring software Tellent Recruitee" ≠ maison
Max Original Leather	recruitee	0	AUTO-REJETE		Customizable ATS & hiring software Tellent Recruitee	2	https://max.recruitee.com/o/marketer-muster	board name "Customizable ATS & hiring software Tellent Recruitee" ≠ maison
MAX&Co.	recruitee	0	AUTO-REJETE		Customizable ATS & hiring software Tellent Recruitee	2	https://max.recruitee.com/o/marketer-muster	board name "Customizable ATS & hiring software Tellent Recruitee" ≠ maison
Max Mara	recruitee	0	AUTO-REJETE		Customizable ATS & hiring software Tellent Recruitee	2	https://max.recruitee.com/o/marketer-muster	board name "Customizable ATS & hiring software Tellent Recruitee" ≠ maison
Maya Chia	lever	0	AUTO-REJETE		MayaHTT	5	https://jobs.lever.co/maya/a07940b9-6aac-4dbc-811a-0169f57be4fb	board name "MayaHTT" ≠ maison
Maya Mari Kids	lever	0	AUTO-REJETE		MayaHTT	5	https://jobs.lever.co/maya/a07940b9-6aac-4dbc-811a-0169f57be4fb	board name "MayaHTT" ≠ maison
Maya's Ideas	lever	0	AUTO-REJETE		MayaHTT	5	https://jobs.lever.co/maya/a07940b9-6aac-4dbc-811a-0169f57be4fb	board name "MayaHTT" ≠ maison
Maya Maya	lever	0	AUTO-REJETE		MayaHTT	5	https://jobs.lever.co/maya/a07940b9-6aac-4dbc-811a-0169f57be4fb	board name "MayaHTT" ≠ maison
Maya Eco	lever	0	HUMAIN	site-injoignable(0)	MayaHTT	5	https://jobs.lever.co/maya/a07940b9-6aac-4dbc-811a-0169f57be4fb	board name "MayaHTT" ≠ maison
Maya Magal	lever	0	AUTO-REJETE		MayaHTT	5	https://jobs.lever.co/maya/a07940b9-6aac-4dbc-811a-0169f57be4fb	board name "MayaHTT" ≠ maison
MCS	greenhouse	0	AUTO-REJETE		Minnesota Cannabis Services	32	https://job-boards.greenhouse.io/mcs/jobs/5227721008	board name "Minnesota Cannabis Services" ≠ maison
Michel & Amazonka	personio	0	AUTO-REJETE			3	https://michel.jobs.personio.de/job/1903824	no board name to compare
Michel Germain Parfums	personio	0	AUTO-REJETE			3	https://michel.jobs.personio.de/job/1903824	no board name to compare
Mind Games	teamtailor	0	AUTO-REJETE		Mind OSS	2	https://mind.teamtailor.com/jobs/8242367-technical-project-engineer	board name "Mind OSS" ≠ maison
Mirabelle Jewelry	wttj	0	AUTO-REJETE		Mirabelle	5	https://www.welcometothejungle.com/fr/companies/mirabelle/jobs/conseiller-en-pret-viager-hypothecaire-f-h_paris	board name "Mirabelle" ≠ maison
Moa	smartrecruiters-whitelabel	0	AUTO-REJETE		Melissa's Outdoor Adventures	26	https://jobs.smartrecruiters.com/moa/743999796034297	board name "Melissa's Outdoor Adventures" ≠ maison
Moo Moo Bath Co	lever	0	AUTO-REJETE		MOO	14	https://jobs.lever.co/moo/6ddec3ee-c622-4319-ac99-545fc1a26fb0	board name "MOO" ≠ maison
Moo'ilo	lever	0	AUTO-REJETE		MOO	14	https://jobs.lever.co/moo/6ddec3ee-c622-4319-ac99-545fc1a26fb0	board name "MOO" ≠ maison
MOON JUICE	greenhouse	0	AUTO-REJETE		Moon Creative Lab	7	https://job-boards.greenhouse.io/moon/jobs/8724224002	board name "Moon Creative Lab" ≠ maison
Moon Boot	greenhouse	0	AUTO-REJETE		Moon Creative Lab	7	https://job-boards.greenhouse.io/moon/jobs/8724224002	board name "Moon Creative Lab" ≠ maison
Moon Mother Hemp Company	greenhouse	0	AUTO-REJETE		Moon Creative Lab	7	https://job-boards.greenhouse.io/moon/jobs/8724224002	board name "Moon Creative Lab" ≠ maison
Moon Rabbit Acupuncture	greenhouse	0	AUTO-REJETE		Moon Creative Lab	7	https://job-boards.greenhouse.io/moon/jobs/8724224002	board name "Moon Creative Lab" ≠ maison
Moon Ridge Company	greenhouse	0	AUTO-REJETE		Moon Creative Lab	7	https://job-boards.greenhouse.io/moon/jobs/8724224002	board name "Moon Creative Lab" ≠ maison
Moon Valley Organics	greenhouse	0	AUTO-REJETE		Moon Creative Lab	7	https://job-boards.greenhouse.io/moon/jobs/8724224002	board name "Moon Creative Lab" ≠ maison
More Joy	personio	0	HUMAIN	site-injoignable(0)		3	https://more.jobs.personio.de/job/1977641	no board name to compare
More & More	personio	0	AUTO-REJETE			3	https://more.jobs.personio.de/job/1977641	no board name to compare
Morgans Apothecary	greenhouse	0	AUTO-REJETE		Morgan's Early Learning Centers	5	https://job-boards.greenhouse.io/morgans/jobs/7687032003	board name "Morgan's Early Learning Centers" ≠ maison
Mos Mosh	greenhouse	0	AUTO-REJETE		Michigan Online School	1	https://job-boards.greenhouse.io/mos/jobs/7919993003	board name "Michigan Online School" ≠ maison
MOS MOSH Gallery.	greenhouse	0	AUTO-REJETE		Michigan Online School	1	https://job-boards.greenhouse.io/mos/jobs/7919993003	board name "Michigan Online School" ≠ maison
MUDRA	personio	0	AUTO-REJETE			3	https://mudra.jobs.personio.de/job/1653998	no board name to compare
Mulberry Skincare	lever	0	AUTO-REJETE		Mulberry	33	https://jobs.lever.co/mulberry/9c230855-e3e8-4bac-a876-c692d413d41b	board name "Mulberry" ≠ maison
MYMARINI	personio	0	AUTO-REJETE			3	https://mymarini.jobs.personio.de/job/1276648	no board name to compare
N°21	smartrecruiters-whitelabel	0	AUTO-REJETE		N2	1	https://jobs.smartrecruiters.com/n21/95848901	board name "N2" ≠ maison
National Geographic	greenhouse	0	HUMAIN	site-injoignable(0)	NATIONAL	6	https://job-boards.greenhouse.io/national/jobs/5179542007	board name "NATIONAL" ≠ maison
National Union of Manufacturers of Aromatic Products	greenhouse	0	AUTO-REJETE		NATIONAL	6	https://job-boards.greenhouse.io/national/jobs/5179542007	board name "NATIONAL" ≠ maison
NAU!	personio	0	AUTO-REJETE			3	https://nau.jobs.personio.de/job/1671180	no board name to compare
Neon Hippie	lever	0	AUTO-REJETE		Neon Pagamentos	12	https://jobs.lever.co/neon/026b745f-bc2a-4661-8d4e-a711987c2f0b	board name "Neon Pagamentos" ≠ maison
Neu Nomads	greenhouse	0	AUTO-REJETE		Fora (Interview Calendar)	10	https://job-boards.greenhouse.io/neu/jobs/5059164008	board name "Fora (Interview Calendar)" ≠ maison
New Balance	greenhouse	0	HUMAIN	site-injoignable(0)	Sonja Inc.  	1	https://job-boards.greenhouse.io/new/jobs/4649245003	board name "Sonja Inc.  " ≠ maison
New Balance Golf Japan	greenhouse	0	AUTO-REJETE		Sonja Inc.  	1	https://job-boards.greenhouse.io/new/jobs/4649245003	board name "Sonja Inc.  " ≠ maison
New Directions Aromatics	greenhouse	0	HUMAIN	site-injoignable(0)	Sonja Inc.  	1	https://job-boards.greenhouse.io/new/jobs/4649245003	board name "Sonja Inc.  " ≠ maison
New Era	greenhouse	0	AUTO-REJETE		Sonja Inc.  	1	https://job-boards.greenhouse.io/new/jobs/4649245003	board name "Sonja Inc.  " ≠ maison
New Girl Order	greenhouse	0	HUMAIN	site-injoignable(0)	Sonja Inc.  	1	https://job-boards.greenhouse.io/new/jobs/4649245003	board name "Sonja Inc.  " ≠ maison
New in Town	greenhouse	0	AUTO-REJETE		Sonja Inc.  	1	https://job-boards.greenhouse.io/new/jobs/4649245003	board name "Sonja Inc.  " ≠ maison
New Amsterdam Surf Association	greenhouse	0	AUTO-REJETE		Sonja Inc.  	1	https://job-boards.greenhouse.io/new/jobs/4649245003	board name "Sonja Inc.  " ≠ maison
New Look	greenhouse	0	AUTO-REJETE		Sonja Inc.  	1	https://job-boards.greenhouse.io/new/jobs/4649245003	board name "Sonja Inc.  " ≠ maison
New Man	greenhouse	0	AUTO-REJETE		Sonja Inc.  	1	https://job-boards.greenhouse.io/new/jobs/4649245003	board name "Sonja Inc.  " ≠ maison
New Optimist	greenhouse	0	HUMAIN	site-injoignable(0)	Sonja Inc.  	1	https://job-boards.greenhouse.io/new/jobs/4649245003	board name "Sonja Inc.  " ≠ maison
New Ordinary People	greenhouse	0	HUMAIN	site-injoignable(0)	Sonja Inc.  	1	https://job-boards.greenhouse.io/new/jobs/4649245003	board name "Sonja Inc.  " ≠ maison
New Standard	greenhouse	0	AUTO-REJETE		Sonja Inc.  	1	https://job-boards.greenhouse.io/new/jobs/4649245003	board name "Sonja Inc.  " ≠ maison
New York & Company	greenhouse	0	AUTO-REJETE		Sonja Inc.  	1	https://job-boards.greenhouse.io/new/jobs/4649245003	board name "Sonja Inc.  " ≠ maison
NEW YORKER	greenhouse	0	AUTO-REJETE		Sonja Inc.  	1	https://job-boards.greenhouse.io/new/jobs/4649245003	board name "Sonja Inc.  " ≠ maison
Newton Running	lever	0	AUTO-REJETE		Newton	3	https://jobs.lever.co/newton/9f2f00e2-dabb-486d-b6f9-892fca149167	board name "Newton" ≠ maison
Next	teamtailor	0	AUTO-REJETE		Novati	91	https://next.teamtailor.com/jobs/8313030-commerciale-telefonia-e-internet	board name "Novati" ≠ maison
Nice Rice	greenhouse	0	AUTO-REJETE		NICE	180	https://boards.eu.greenhouse.io/nice/jobs/4768559101?gh_jid=4768559101	board name "NICE" ≠ maison
Nice Things	greenhouse	0	AUTO-REJETE		NICE	180	https://boards.eu.greenhouse.io/nice/jobs/4768559101?gh_jid=4768559101	board name "NICE" ≠ maison
FIND KAPOOR	greenhouse	0	AUTO-REJETE		FIND Healthcareers	17	https://job-boards.greenhouse.io/find/jobs/4227984004	board name "FIND Healthcareers" ≠ maison
NICO	personio	0	AUTO-REJETE			3	https://nico.jobs.personio.de/job/2104644	no board name to compare
Finn + Emma	lever	0	AUTO-REJETE		FINN	27	https://jobs.lever.co/finn/103dc21a-1894-4cfc-a514-efa86f6c021c	board name "FINN" ≠ maison
Finn Flare	lever	0	HUMAIN	site-injoignable(0)	FINN	27	https://jobs.lever.co/finn/103dc21a-1894-4cfc-a514-efa86f6c021c	board name "FINN" ≠ maison
First Hand	greenhouse	0	AUTO-REJETE		firsthand Health	15	https://job-boards.greenhouse.io/firsthand/jobs/4388517009	board name "firsthand Health" ≠ maison
NIS	personio	0	AUTO-REJETE			6	https://nis.jobs.personio.de/job/2677870	no board name to compare
Five Fellas	teamtailor	0	AUTO-REJETE		fiver	228	https://five.teamtailor.com/jobs/8314632-addetto-a-corner-per-negozio-alimentare	board name "fiver" ≠ maison
FIVE CM	teamtailor	0	AUTO-REJETE		fiver	228	https://five.teamtailor.com/jobs/8314632-addetto-a-corner-per-negozio-alimentare	board name "fiver" ≠ maison
Five Petals	teamtailor	0	HUMAIN	site-injoignable(0)	fiver	228	https://five.teamtailor.com/jobs/8314632-addetto-a-corner-per-negozio-alimentare	board name "fiver" ≠ maison
Five Forty The Label	teamtailor	0	AUTO-REJETE		fiver	228	https://five.teamtailor.com/jobs/8314632-addetto-a-corner-per-negozio-alimentare	board name "fiver" ≠ maison
Flamingo Estate	greenhouse	0	AUTO-REJETE		Flamingo	13	https://job-boards.greenhouse.io/flamingo/jobs/8067083	board name "Flamingo" ≠ maison
Nº21	smartrecruiters-whitelabel	0	AUTO-REJETE		No	1	https://jobs.smartrecruiters.com/no21/743999678248350	board name "No" ≠ maison
NOAH	greenhouse	0	AUTO-REJETE		North Oatlands Animal Hospital	6	https://boards.greenhouse.io/noah/jobs/7789780002?gh_jid=7789780002	board name "North Oatlands Animal Hospital" ≠ maison
Noah & Sisi	greenhouse	0	AUTO-REJETE		North Oatlands Animal Hospital	6	https://boards.greenhouse.io/noah/jobs/7789780002?gh_jid=7789780002	board name "North Oatlands Animal Hospital" ≠ maison
Noah NYC	greenhouse	0	AUTO-REJETE		North Oatlands Animal Hospital	6	https://boards.greenhouse.io/noah/jobs/7789780002?gh_jid=7789780002	board name "North Oatlands Animal Hospital" ≠ maison
Nobody Denim	lever	0	AUTO-REJETE		NOBODY	2	https://jobs.lever.co/nobody/8d8a79ac-d346-4ae3-9c8e-c630497c20cb	board name "NOBODY" ≠ maison
Nobody's Child	lever	0	AUTO-REJETE		NOBODY	2	https://jobs.lever.co/nobody/8d8a79ac-d346-4ae3-9c8e-c630497c20cb	board name "NOBODY" ≠ maison
Florence Given	lever	0	AUTO-REJETE		Florence Health	14	https://jobs.lever.co/florence/ab4e71d1-f2f0-4b80-a776-53f7b962bc09	board name "Florence Health" ≠ maison
Florence Leather Market	lever	0	AUTO-REJETE		Florence Health	14	https://jobs.lever.co/florence/ab4e71d1-f2f0-4b80-a776-53f7b962bc09	board name "Florence Health" ≠ maison
Nothing New	greenhouse	0	AUTO-REJETE		Nothing	11	https://careers.nothing.tech/?gh_jid=4890242101	board name "Nothing" ≠ maison
Nursing Queen	greenhouse	0	AUTO-REJETE		WellPower - Nursing	2	https://job-boards.greenhouse.io/nursing/jobs/7496155003	board name "WellPower - Nursing" ≠ maison
NZA New Zealand Auckland	personio	0	AUTO-REJETE			3	https://nza.jobs.personio.de/job/2565443	no board name to compare
O My Bag	recruitee	0	AUTO-REJETE		Join our team	2	https://omybag.recruitee.com/o/account-manager-dutch-or-german	board name "Join our team" ≠ maison
Oasis	greenhouse	0	AUTO-REJETE		Oasis Physical Therapy	19	https://job-boards.greenhouse.io/oasis/jobs/5229421007	board name "Oasis Physical Therapy" ≠ maison
Fox Factor	greenhouse	0	AUTO-REJETE		Fox Creek Veterinary Hospital - Wildwood	6	https://job-boards.greenhouse.io/fox/jobs/5040378002	board name "Fox Creek Veterinary Hospital - Wildwood" ≠ maison
Fox Racing	greenhouse	0	AUTO-REJETE		Fox Creek Veterinary Hospital - Wildwood	6	https://job-boards.greenhouse.io/fox/jobs/5040378002	board name "Fox Creek Veterinary Hospital - Wildwood" ≠ maison
Fox's	greenhouse	0	AUTO-REJETE		Fox Creek Veterinary Hospital - Wildwood	6	https://job-boards.greenhouse.io/fox/jobs/5040378002	board name "Fox Creek Veterinary Hospital - Wildwood" ≠ maison
Fox-Wizel Ltd.	greenhouse	0	AUTO-REJETE		Fox Creek Veterinary Hospital - Wildwood	6	https://job-boards.greenhouse.io/fox/jobs/5040378002	board name "Fox Creek Veterinary Hospital - Wildwood" ≠ maison
Okanagan Lavender & Herb Farm	lever	0	AUTO-REJETE		Okanagan College	41	https://jobs.lever.co/okanagan/0f1db995-13be-4520-a622-05d9a95c8d11	board name "Okanagan College" ≠ maison
Oliver Bonas	greenhouse	0	AUTO-REJETE		OLIVER Agency	37	https://job-boards.greenhouse.io/oliver/jobs/8043168	board name "OLIVER Agency" ≠ maison
Oliver Cabell	greenhouse	0	AUTO-REJETE		OLIVER Agency	37	https://job-boards.greenhouse.io/oliver/jobs/8043168	board name "OLIVER Agency" ≠ maison
Oliver Designs	greenhouse	0	HUMAIN	site-injoignable(0)	OLIVER Agency	37	https://job-boards.greenhouse.io/oliver/jobs/8043168	board name "OLIVER Agency" ≠ maison
Oliver J. Woods	greenhouse	0	AUTO-REJETE		OLIVER Agency	37	https://job-boards.greenhouse.io/oliver/jobs/8043168	board name "OLIVER Agency" ≠ maison
Oliver Grant	greenhouse	0	AUTO-REJETE		OLIVER Agency	37	https://job-boards.greenhouse.io/oliver/jobs/8043168	board name "OLIVER Agency" ≠ maison
Oliver Peoples	greenhouse	0	AUTO-REJETE		OLIVER Agency	37	https://job-boards.greenhouse.io/oliver/jobs/8043168	board name "OLIVER Agency" ≠ maison
Oliver Sweeney	greenhouse	0	AUTO-REJETE		OLIVER Agency	37	https://job-boards.greenhouse.io/oliver/jobs/8043168	board name "OLIVER Agency" ≠ maison
Oliver Spencer	greenhouse	0	AUTO-REJETE		OLIVER Agency	37	https://job-boards.greenhouse.io/oliver/jobs/8043168	board name "OLIVER Agency" ≠ maison
Oliver Logan	greenhouse	0	AUTO-REJETE		OLIVER Agency	37	https://job-boards.greenhouse.io/oliver/jobs/8043168	board name "OLIVER Agency" ≠ maison
Olly Lingerie	greenhouse	0	AUTO-REJETE		OLLY	12	https://job-boards.greenhouse.io/olly/jobs/4722372005	board name "OLLY" ≠ maison
On Running	greenhouse	0	AUTO-REJETE		On	304	https://boards.greenhouse.io/onrunning/jobs/8071276?gh_jid=8071276	board name "On" ≠ maison
Fresh Cuts Clothing	personio	0	AUTO-REJETE			3	https://fresh.jobs.personio.de/job/2101011	no board name to compare
Fresh Soul	personio	0	AUTO-REJETE			3	https://fresh.jobs.personio.de/job/2101011	no board name to compare
Fresh Wave	personio	0	AUTO-REJETE			3	https://fresh.jobs.personio.de/job/2101011	no board name to compare
Open End	wttj	0	HUMAIN	site-injoignable(0)	Open	139	https://www.welcometothejungle.com/fr/companies/open/jobs/ingenieur-systemes-linux-h-f_tours_OPEN_YKDN68l	board name "Open" ≠ maison
FRNCH PARIS	wttj	0	AUTO-REJETE		FRNCH	1	https://www.welcometothejungle.com/fr/companies/frnch/jobs/assistant-produit-production_paris	board name "FRNCH" ≠ maison
Optima	wttj	0	AUTO-REJETE		SOFY	3	https://www.welcometothejungle.com/fr/companies/optima/jobs/product-operations-manager-chef-de-projet-digital-sofy	board name "SOFY" ≠ maison
Opus	recruitee	0	HUMAIN	site-injoignable(0)	Offres d&#x27;emploi à Tahiti, Moorea et Raiatea (Polynésie Française) Opus RH Tahiti	21	https://opus.recruitee.com/o/category-manager-hf-6	board name "Offres d&#x27;emploi à Tahiti, Moorea et Raiatea (Polynésie Française) Opus RH Tahiti" ≠ maison
Ora Juice Skincare	greenhouse	0	AUTO-REJETE		Ora	1	https://www.oraclinical.com/job-openings/?gh_jid=4692640006	board name "Ora" ≠ maison
Orchard Moon	greenhouse	0	AUTO-REJETE		Orchard	25	https://job-boards.greenhouse.io/orchard/jobs/8769049002	board name "Orchard" ≠ maison
Orca Bay	greenhouse	0	AUTO-REJETE		ORCA Service Technologies	2	https://job-boards.eu.greenhouse.io/orca/jobs/4902476101	board name "ORCA Service Technologies" ≠ maison
Oscar De La Renta	greenhouse	0	AUTO-REJETE		Oscar Health	266	http://www.hioscar.com/careers/7619750?gh_jid=7619750	board name "Oscar Health" ≠ maison
Oscar Deen	greenhouse	0	AUTO-REJETE		Oscar Health	266	http://www.hioscar.com/careers/7619750?gh_jid=7619750	board name "Oscar Health" ≠ maison
Oscar Jacobson	greenhouse	0	AUTO-REJETE		Oscar Health	266	http://www.hioscar.com/careers/7619750?gh_jid=7619750	board name "Oscar Health" ≠ maison
Oscar Magnuson	greenhouse	0	AUTO-REJETE		Oscar Health	266	http://www.hioscar.com/careers/7619750?gh_jid=7619750	board name "Oscar Health" ≠ maison
Oscar Wylee	greenhouse	0	HUMAIN	site-injoignable(0)	Oscar Health	266	http://www.hioscar.com/careers/7619750?gh_jid=7619750	board name "Oscar Health" ≠ maison
Osmosis Beauty	greenhouse	0	AUTO-REJETE		Osmosis	7	https://job-boards.greenhouse.io/osmosis/jobs/7494485003	board name "Osmosis" ≠ maison
Osprey	personio	0	HUMAIN	site-injoignable(0)		3	https://osprey.jobs.personio.de/job/2686090	no board name to compare
OUTDOOR PRODUCTS Asia	smartrecruiters-whitelabel	0	AUTO-REJETE		outdoor	1	https://jobs.smartrecruiters.com/outdoor/744000146420064	board name "outdoor" ≠ maison
Outdoor Voices	smartrecruiters-whitelabel	0	AUTO-REJETE		outdoor	1	https://jobs.smartrecruiters.com/outdoor/744000146420064	board name "outdoor" ≠ maison
Outdoor Warehouse	smartrecruiters-whitelabel	0	HUMAIN	site-injoignable(0)	outdoor	1	https://jobs.smartrecruiters.com/outdoor/744000146420064	board name "outdoor" ≠ maison
OUTERSPACE LUXURY	greenhouse	0	AUTO-REJETE		Outerspace	8	https://job-boards.greenhouse.io/outerspace/jobs/5037105004	board name "Outerspace" ≠ maison
Pair Eyewear	personio	0	AUTO-REJETE		PAIR Finance GmbH	11	https://pair.jobs.personio.de/job/2772667	board name "PAIR Finance GmbH" ≠ maison
Palm Angels	teamtailor	0	AUTO-REJETE		Palm	1	https://palm.teamtailor.com/jobs/8198094-business-development-representative-corporate-enterprise	board name "Palm" ≠ maison
Palm Beach Tan	teamtailor	0	AUTO-REJETE		Palm	1	https://palm.teamtailor.com/jobs/8198094-business-development-representative-corporate-enterprise	board name "Palm" ≠ maison
Papa Bear Care	greenhouse	0	AUTO-REJETE		Papa	7	https://job-boards.greenhouse.io/papa/jobs/5208733007	board name "Papa" ≠ maison
Par Moi	teamtailor	0	AUTO-REJETE		par group	13	https://par.teamtailor.com/jobs/8307980-addetto-a-gestione-clienti-junior	board name "par group" ≠ maison
Peachy Sunday	greenhouse	0	AUTO-REJETE		Peachy	2	https://boards.greenhouse.io/peachy/jobs/4698980006?gh_jid=4698980006	board name "Peachy" ≠ maison
PEAK	greenhouse	0	AUTO-REJETE		Peak Physical Therapy - Upstream	46	https://job-boards.greenhouse.io/peak/jobs/5208198007	board name "Peak Physical Therapy - Upstream" ≠ maison
Peak Performance	greenhouse	0	HUMAIN	site-injoignable(0)	Peak Physical Therapy - Upstream	46	https://job-boards.greenhouse.io/peak/jobs/5208198007	board name "Peak Physical Therapy - Upstream" ≠ maison
Penelope Chilvers	teamtailor	0	AUTO-REJETE		Pénélope Welcome	167	https://penelope.teamtailor.com/jobs/8316227-hote-sse-volant-e-vehicule-e	board name "Pénélope Welcome" ≠ maison
GFG Jewellery by Nilufer	smartrecruiters-whitelabel	0	AUTO-REJETE		gfg	1	https://jobs.smartrecruiters.com/gfg/743999675834056	board name "gfg" ≠ maison
PETA + JAIN	personio	0	AUTO-REJETE		PETA Deutschland e.V.	1	https://peta.jobs.personio.de/job/102148	board name "PETA Deutschland e.V." ≠ maison
Gigi Fratelli	personio	0	AUTO-REJETE			3	https://gigi.jobs.personio.de/job/1935763	no board name to compare
GIGI MODA	personio	0	AUTO-REJETE			3	https://gigi.jobs.personio.de/job/1935763	no board name to compare
GIGI BURRIS	personio	0	AUTO-REJETE			3	https://gigi.jobs.personio.de/job/1935763	no board name to compare
Pine Cashmere	greenhouse	0	AUTO-REJETE		Pine	4	https://job-boards.greenhouse.io/pine/jobs/5385175008	board name "Pine" ≠ maison
Pink Power Makeup	recruitee	0	HUMAIN	site-injoignable(0)	homepage	14	https://pink.recruitee.com/o/hr-office	board name "homepage" ≠ maison
Pink Root Products	recruitee	0	HUMAIN	site-injoignable(0)	homepage	14	https://pink.recruitee.com/o/hr-office	board name "homepage" ≠ maison
